"species_marker_id,""species_id"",""database_id"",""marker_id"",""sequence_id"""
"7365,7603,0,0,""RMNH.MOL.89869"""
"7366,7603,0,0,""RMNH.MOL.90003"""
"7367,7603,0,0,""ZMA.MOLL.398786"""
"7368,7603,0,0,""ZMA.MOLL.398818"""
"7369,7603,0,0,""ZMA.MOLL.398820"""
"7370,7603,0,0,""ZMA.MOLL.404193"""
"7371,7603,0,0,""ZMA.MOLL.404202"""
"7372,7603,0,0,""ZMA.MOLL.404207"""
"7373,7605,0,0,""RMNH.RENA.167"""
"7374,7605,0,0,""RMNH.RENA.169"""
"7375,7605,0,0,""ZMA.RENA.10874"""
"7376,7605,0,0,""ZMA.RENA.14188"""
"7377,7606,0,0,""RMNH.VER.UT.934"""
"7378,7606,0,0,""RMNH.VER.UT.975"""
"7379,7606,0,0,""RMNH.VER.UT.976"""
"7380,7606,0,0,""RMNH.VER.UT.977"""
"7381,7607,0,0,""RMNH.VER.UT.1263"""
"7382,7607,0,0,""RMNH.VER.UT.1264"""
"7383,7607,0,0,""RMNH.VER.UT.1268"""
"7384,7607,0,0,""RMNH.VER.UT.1269"""
"7385,7608,0,0,""RMNH.VER.UT.982"""
"7386,7609,0,0,""RMNH.CRUS.C.10153"""
"7387,7609,0,0,""RMNH.CRUS.C.2561"""
"7388,7609,0,0,""RMNH.CRUS.C.2741"""
"7389,7609,0,0,""RMNH.CRUS.C.71"""
"7390,7610,0,0,""RMNH.CRUS.C.201"""
"7391,7610,0,0,""RMNH.CRUS.C.203"""
"7392,7610,0,0,""RMNH.CRUS.C.205"""
"7393,7610,0,0,""RMNH.CRUS.C.206"""
"7394,7610,0,0,""ZMA.CRUS.C.100178"""
"7395,7612,0,0,""RMNH.5009154"""
"7396,7613,0,0,""RMNH.CRUS.A.1021"""
"7397,7613,0,0,""RMNH.CRUS.A.1022"""
"7398,7613,0,0,""RMNH.CRUS.A.177"""
"7399,7613,0,0,""RMNH.CRUS.A.2224"""
"7400,7613,0,0,""RMNH.CRUS.A.2225"""
"7401,7613,0,0,""RMNH.CRUS.A.245"""
"7402,7615,0,0,""RMNH.INS.755568"""
"7403,7615,0,0,""RMNH.INS.755675"""
"7404,7616,0,0,""RMNH.INS.755685"""
"7405,7616,0,0,""RMNH.INS.755693"""
"7406,7618,0,0,""RMNH.INS.755753"""
"7407,7622,0,0,""RMNH.INS.755953"""
"7408,7622,0,0,""RMNH.INS.755960"""
"7409,7627,0,0,""RMNH.INS.755556"""
"7410,7627,0,0,""RMNH.INS.755571"""
"7411,7631,0,0,""RMNH.INS.755692"""
"7412,7632,0,0,""RMNH.INS.755642"""
"7413,7632,0,0,""RMNH.INS.755847"""
"7414,7642,0,0,""RMNH.INS.UT.1045"""
"7415,7642,0,0,""RMNH.INS.UT.175"""
"7416,7642,0,0,""RMNH.INS.UT.176"""
"7417,7642,0,0,""RMNH.INS.UT.177"""
"7418,7643,0,0,""RMNH.INS.UT.1037"""
"7419,7643,0,0,""RMNH.INS.UT.1038"""
"7420,7645,0,0,""RMNH.INS.UT.1066"""
"7421,7645,0,0,""RMNH.INS.UT.1552"""
"7422,7647,1,2,""4015886"""
"7423,7647,0,0,""ZMA.AVES.50578"""
"7424,7648,0,0,""RMNH.AVES.68489"""
"7425,7649,0,0,""RMNH.AVES.56274"""
"7426,7649,0,0,""RMNH.AVES.56278"""
"7427,7649,0,0,""RMNH.AVES.67810"""
"7428,7649,0,0,""RMNH.AVES.67818"""
"7429,7649,0,0,""RMNH.AVES.68489"""
"7430,7651,0,0,""RMNH.AVES.67833"""
"7431,7651,0,0,""RMNH.INS.728742"""
"7432,7651,0,0,""ZMA.AVES.50549"""
"7433,7652,0,0,""RMNH.AVES.66419"""
"7434,7652,0,0,""RMNH.AVES.67854"""
"7435,7654,0,0,""RMNH.INS.834750"""
"7436,7654,0,0,""RMNH.INS.834751"""
"7437,7654,0,0,""RMNH.INS.834752"""
"7438,7654,0,0,""RMNH.INS.834753"""
"7439,7654,0,0,""RMNH.INS.834755"""
"7440,7654,0,0,""RMNH.INS.834756"""
"7441,7654,0,0,""RMNH.INS.866294"""
"7442,7654,0,0,""RMNH.INS.866295"""
"7443,7654,0,0,""RMNH.INS.866296"""
"7444,7654,0,0,""RMNH.INS.866297"""
"7445,7655,0,0,""RMNH.INS.703394"""
"7446,7655,0,0,""RMNH.INS.703403"""
"7447,7655,0,0,""RMNH.INS.703406"""
"7448,7655,0,0,""RMNH.INS.703407"""
"7449,7655,0,0,""RMNH.INS.703430"""
"7450,7655,0,0,""RMNH.INS.703435"""
"7451,7655,0,0,""RMNH.INS.703457"""
"7452,7655,0,0,""RMNH.INS.703464"""
"7453,7655,0,0,""RMNH.INS.703469"""
"7454,7655,0,0,""RMNH.INS.703495"""
"7455,7657,0,0,""RMNH.COEL.19743"""
"7456,7657,0,0,""ZMA.COEL.7846"""
"7457,7658,0,0,""RMNH.COEL.17990"""
"7458,7658,0,0,""RMNH.COEL.23821"""
"7459,7658,0,0,""RMNH.COEL.23822"""
"7460,7658,0,0,""RMNH.COEL.P.19008"""
"7461,7658,0,0,""ZMA.COEL.5104"""
"7462,7660,0,0,""RGM.932164"""
"7463,7660,0,0,""RMNH.COEL.P.7782"""
"7464,7660,0,0,""ZMA.COEL.2729"""
"7465,7661,0,0,""RMNH.COEL.188"""
"7466,7661,0,0,""RMNH.COEL.P.22110"""
"7467,7661,0,0,""RMNH.COEL.P.5450"""
"7468,7661,0,0,""ZMA.COEL.9506"""
"7469,7703,0,0,""RMNH.VER.UT.4754"""
"7470,7703,0,0,""RMNH.VER.UT.4755"""
"7471,7703,0,0,""RMNH.VER.UT.4756"""
"7472,7703,0,0,""RMNH.VER.UT.4758"""
"7473,7703,0,0,""RMNH.VER.UT.4759"""
"7474,7703,0,0,""RMNH.VER.UT.4760"""
"7475,7703,0,0,""RMNH.VER.UT.4762"""
"7476,7703,0,0,""RMNH.VER.UT.4763"""
"7477,7703,0,0,""RMNH.VER.UT.4765"""
"7478,7706,0,0,""RMNH.INS.682433"""
"7479,7706,0,0,""RMNH.INS.682446"""
"7480,7706,0,0,""RMNH.INS.682476"""
"7481,7706,0,0,""RMNH.INS.682492"""
"7482,7706,0,0,""RMNH.INS.682505"""
"7483,7706,0,0,""RMNH.INS.682534"""
"7484,7706,0,0,""RMNH.INS.682538"""
"7485,7707,0,0,""RMNH.INS.791991"""
"7486,7708,0,0,""RMNH.CRUS.D.27576"""
"7487,7708,0,0,""RMNH.CRUS.D.27584"""
"7488,7708,0,0,""RMNH.CRUS.D.35966"""
"7489,7708,0,0,""RMNH.CRUS.D.38138"""
"7490,7708,0,0,""RMNH.CRUS.D.43730"""
"7491,7708,0,0,""RMNH.CRUS.D.43752"""
"7492,7708,0,0,""RMNH.CRUS.D.50670"""
"7493,7708,0,0,""RMNH.CRUS.D.57675"""
"7494,7708,0,0,""RMNH.CRUS.D.57677"""
"7495,7708,0,0,""RMNH.CRUS.D.57679"""
"7496,7710,1,2,""4443538"""
"7497,7710,1,2,""4443539"""
"7498,7710,1,2,""4443540"""
"7499,7710,0,0,""ZMA.INS.933246"""
"7500,7710,0,0,""ZMA.INS.998441"""
"7501,7710,0,0,""ZMA.INS.998455"""
"7502,7710,0,0,""ZMA.INS.998484"""
"7503,7710,0,0,""ZMA.INS.998499"""
"7504,7710,0,0,""ZMA.INS.998503"""
"7505,7710,0,0,""ZMA.INS.998526"""
"7506,7710,0,0,""ZMA.INS.998544"""
"7507,7710,0,0,""ZMA.INS.999144"""
"7508,7710,0,0,""ZMA.INS.999585"""
"7509,7714,0,0,""ZMA.COEL.7601"""
"7510,7714,0,0,""ZMA.COEL.7618"""
"7511,7715,1,2,""4432216"""
"7512,7715,1,2,""4432285"""
"7513,7715,1,2,""4432404"""
"7514,7715,0,0,""ZMA.INS.1149246"""
"7515,7715,0,0,""ZMA.INS.1149328"""
"7516,7715,0,0,""ZMA.INS.1149451"""
"7517,7718,1,2,""4432282"""
"7518,7718,1,2,""4432283"""
"7519,7718,1,2,""4432284"""
"7520,7718,0,0,""ZMA.INS.1147026"""
"7521,7718,0,0,""ZMA.INS.1147029"""
"7522,7718,0,0,""ZMA.INS.1147056"""
"7523,7718,0,0,""ZMA.INS.1154019"""
"7524,7718,0,0,""ZMA.INS.1154044"""
"7525,7718,0,0,""ZMA.INS.1154048"""
"7526,7718,0,0,""ZMA.INS.1154072"""
"7527,7720,0,0,""RMNH.VER.UT.2694"""
"7528,7720,0,0,""RMNH.VER.UT.2695"""
"7529,7720,0,0,""RMNH.VER.UT.2696"""
"7530,7720,0,0,""RMNH.VER.UT.2697"""
"7531,7720,0,0,""RMNH.VER.UT.2698"""
"7532,7721,0,0,""RMNH.VER.UT.3124"""
"7533,7721,0,0,""RMNH.VER.UT.3126"""
"7534,7721,0,0,""RMNH.VER.UT.3133"""
"7535,7721,0,0,""RMNH.VER.UT.3135"""
"7536,7721,0,0,""RMNH.VER.UT.3138"""
"7537,7721,0,0,""RMNH.VER.UT.3157"""
"7538,7721,0,0,""RMNH.VER.UT.3159"""
"7539,7721,0,0,""RMNH.VER.UT.3163"""
"7540,7721,0,0,""RMNH.VER.UT.3170"""
"7541,7721,0,0,""RMNH.VER.UT.3177"""
"7542,7722,0,0,""RMNH.ACA.P.1417"""
"7543,7722,0,0,""RMNH.ACA.P.1418"""
"7544,7722,0,0,""RMNH.ACA.P.7881"""
"7545,7722,0,0,""RMNH.ACA.P.7882"""
"7546,7722,0,0,""RMNH.ACA.P.927"""
"7547,7727,0,0,""RMNH.ACA.P.3986"""
"7548,7734,1,2,""4432016"""
"7549,7734,1,2,""4432017"""
"7550,7734,1,2,""4432018"""
"7551,7734,1,2,""4432328"""
"7552,7734,1,2,""4468538"""
"7553,7739,0,0,""RMNH.INS.784892"""
"7554,7739,0,0,""RMNH.INS.784920"""
"7555,7739,0,0,""RMNH.INS.785205"""
"7556,7743,0,0,""RMNH.INS.655822"""
"7557,7743,0,0,""RMNH.INS.655901"""
"7558,7743,0,0,""RMNH.INS.655923"""
"7559,7743,0,0,""RMNH.INS.656270"""
"7560,7743,0,0,""RMNH.INS.656323"""
"7561,7743,0,0,""ZMA.INS.846533"""
"7562,7779,0,0,""RMNH.INS.1453284"""
"7563,7785,0,0,""ZMA.PISC.111132"""
"7564,7785,0,0,""ZMA.PISC.128631"""
"7565,7785,0,0,""ZMA.PISC.128644"""
"7566,7787,0,0,""RMNH.PISC.35621"""
"7567,7788,1,2,""4015917"""
"7568,7788,1,2,""4015927"""
"7569,7788,0,0,""RMNH.AVES.179352"""
"7570,7788,0,0,""RMNH.AVES.2193"""
"7571,7788,0,0,""RMNH.AVES.229018"""
"7572,7788,0,0,""RMNH.AVES.229020"""
"7573,7788,0,0,""RMNH.AVES.253883"""
"7574,7788,0,0,""RMNH.AVES.4357"""
"7575,7790,0,0,""RMNH.VER.UT.3456"""
"7576,7790,0,0,""RMNH.VER.UT.3463"""
"7577,7790,0,0,""RMNH.VER.UT.4845"""
"7578,7790,0,0,""RMNH.VER.UT.4847"""
"7579,7790,0,0,""RMNH.VER.UT.4849"""
"7580,7801,0,0,""RMNH.INS.849926"""
"7581,7803,1,2,""4443504"""
"7582,7803,1,2,""4443505"""
"7583,7803,1,2,""4443506"""
"7584,7803,0,0,""RMNH.INS.850117"""
"7585,7804,1,2,""4432251"""
"7586,7804,1,2,""4432252"""
"7587,7804,1,2,""5973582"""
"7588,7804,1,2,""5981608"""
"7589,7806,1,2,""4443502"""
"7590,7806,1,2,""4443503"""
"7591,7810,0,0,""RMNH.CRUS.D.22216"""
"7592,7810,0,0,""RMNH.CRUS.D.6024"""
"7593,7811,1,1,""11391573"""
"7594,7811,1,1,""11392383"""
"7595,7811,1,1,""11392388"""
"7596,7811,1,1,""11392468"""
"7597,7811,0,0,""RMNH.CRUS.D.22267"""
"7598,7811,0,0,""RMNH.CRUS.D.22290"""
"7599,7811,0,0,""RMNH.CRUS.D.6051"""
"7600,7811,0,0,""RMNH.CRUS.D.6053"""
"7601,7811,0,0,""RMNH.CRUS.D.6058"""
"7602,7811,0,0,""RMNH.CRUS.D.6067"""
"7603,7811,0,0,""ZMA.CRUS.D.200037"""
"7604,7811,0,0,""ZMA.CRUS.D.200136"""
"7605,7812,1,2,""3150720"""
"7606,7812,1,2,""3150721"""
"7607,7812,1,2,""3150722"""
"7608,7812,0,0,""ZMA.CRUS.A.106507"""
"7609,7812,0,0,""ZMA.CRUS.A.106522"""
"7610,7812,0,0,""ZMA.CRUS.A.106530"""
"7611,7812,0,0,""ZMA.CRUS.A.106561"""
"7612,7812,0,0,""ZMA.CRUS.A.108989"""
"7613,7812,0,0,""ZMA.CRUS.A.108991"""
"7614,7812,0,0,""ZMA.CRUS.A.202007"""
"7615,7812,0,0,""ZMA.CRUS.A.203850"""
"7616,7812,0,0,""ZMA.CRUS.P.7127"""
"7617,7813,0,0,""ZMA.CRUS.A.101000"""
"7618,7814,0,0,""ZMA.INS.1216300"""
"7619,7814,0,0,""ZMA.INS.1216611"""
"7620,7814,0,0,""ZMA.INS.1218983"""
"7621,7814,0,0,""ZMA.INS.1218996"""
"7622,7814,0,0,""ZMA.INS.1218998"""
"7623,7814,0,0,""ZMA.INS.1219001"""
"7624,7814,0,0,""ZMA.INS.1219013"""
"7625,7814,0,0,""ZMA.INS.1219037"""
"7626,7814,0,0,""ZMA.INS.1219049"""
"7627,7814,0,0,""ZMA.INS.1219073"""
"7628,7816,0,0,""RMNH.COEL.24092"""
"7629,7816,0,0,""RMNH.COEL.41506"""
"7630,7828,0,0,""ZMA.VER.205873"""
"7631,7828,0,0,""ZMA.VER.205874"""
"7632,7830,0,0,""RMNH.INS.727736"""
"7633,7830,0,0,""RMNH.INS.727737"""
"7634,7832,0,0,""RMNH.INS.727758"""
"7635,7833,0,0,""RMNH.INS.858625"""
"7636,7833,0,0,""RMNH.INS.858626"""
"7637,7833,0,0,""RMNH.INS.858628"""
"7638,7833,0,0,""RMNH.INS.858629"""
"7639,7833,0,0,""RMNH.INS.858630"""
"7640,7833,0,0,""RMNH.INS.858646"""
"7641,7834,0,0,""RMNH.DIP.1726"""
"7642,7834,0,0,""RMNH.DIP.1737"""
"7643,7836,0,0,""RMNH.INS.847363"""
"7644,7839,0,0,""RMNH.INS.847510"""
"7645,7843,0,0,""RMNH.INS.UT.213"""
"7646,7843,0,0,""RMNH.INS.UT.214"""
"7647,7843,0,0,""RMNH.INS.UT.215"""
"7648,7843,0,0,""RMNH.INS.UT.216"""
"7649,7843,0,0,""RMNH.INS.UT.217"""
"7650,7843,0,0,""RMNH.INS.UT.218"""
"7651,7843,0,0,""RMNH.INS.UT.219"""
"7652,7844,0,0,""RMNH.INS.752538"""
"7653,7844,0,0,""RMNH.INS.752556"""
"7654,7844,0,0,""RMNH.INS.752574"""
"7655,7844,0,0,""RMNH.INS.752590"""
"7656,7844,0,0,""RMNH.INS.752598"""
"7657,7844,0,0,""RMNH.INS.752604"""
"7658,7844,0,0,""RMNH.INS.752608"""
"7659,7844,0,0,""RMNH.INS.752628"""
"7660,7844,0,0,""RMNH.INS.754563"""
"7661,7844,0,0,""RMNH.INS.754590"""
"7662,7846,0,0,""RMNH.VER.UT.1000"""
"7663,7846,0,0,""RMNH.VER.UT.999"""
"7664,7886,0,0,""RMNH.INS.1452693"""
"7665,7886,0,0,""RMNH.INS.1452696"""
"7666,7886,0,0,""RMNH.INS.1452699"""
"7667,7886,0,0,""RMNH.INS.1452709"""
"7668,7886,0,0,""RMNH.INS.1452710"""
"7669,7892,0,0,""RMNH.INS.944908"""
"7670,7893,0,0,""RGM.929537"""
"7671,7893,0,0,""RGM.929547"""
"7672,7893,0,0,""RMNH.MOL.11528"""
"7673,7895,0,0,""RMNH.VER.UT.2525"""
"7674,7895,0,0,""RMNH.VER.UT.2526"""
"7675,7895,0,0,""RMNH.VER.UT.2527"""
"7676,7896,0,0,""RMNH.VER.UT.2528"""
"7677,7897,0,0,""RMNH.INS.785627"""
"7678,7897,0,0,""RMNH.INS.785628"""
"7679,7897,0,0,""RMNH.INS.785634"""
"7680,7897,0,0,""RMNH.INS.785640"""
"7681,7897,0,0,""RMNH.INS.785641"""
"7682,7897,0,0,""RMNH.INS.785642"""
"7683,7897,0,0,""RMNH.INS.785643"""
"7684,7897,0,0,""RMNH.INS.785647"""
"7685,7897,0,0,""RMNH.INS.785652"""
"7686,7897,0,0,""RMNH.INS.785837"""
"7687,7904,0,0,""RMNH.MOL.110068"""
"7688,7904,0,0,""RMNH.MOL.71441"""
"7689,7906,0,0,""RMNH.AVES.108155"""
"7690,7906,0,0,""RMNH.AVES.169653"""
"7691,7906,0,0,""RMNH.AVES.225248"""
"7692,7906,0,0,""RMNH.AVES.257618.a"""
"7693,7906,0,0,""RMNH.AVES.259856"""
"7694,7906,0,0,""RMNH.AVES.6214"""
"7695,7906,0,0,""RMNH.AVES.62366"""
"7696,7906,0,0,""RMNH.AVES.77561"""
"7697,7906,0,0,""ZMA.AVES.28999"""
"7698,7906,0,0,""ZMA.AVES.37178"""
"7699,7908,0,0,""RMNH.BRY.1175"""
"7700,7908,0,0,""RMNH.BRY.1786"""
"7701,7908,0,0,""RMNH.BRY.20694"""
"7702,7908,0,0,""ZMA.BRYO.443"""
"7703,7909,0,0,""RMNH.MAM.1374.b"""
"7704,7909,0,0,""RMNH.MAM.41193.a"""
"7705,7909,0,0,""RMNH.MAM.50905.A"""
"7706,7909,0,0,""RMNH.MAM.50930"""
"7707,7909,0,0,""RMNH.MAM.59104.a"""
"7708,7909,0,0,""RMNH.MAM.59109.a"""
"7709,7909,0,0,""RMNH.MAM.59110.b"""
"7710,7909,0,0,""ZMA.MAM.4194.b"""
"7711,7909,0,0,""ZMA.MAM.4876.b"""
"7712,7909,0,0,""ZMA.MAM.5445.b"""
"7713,7926,0,0,""ZMA.INS.924488"""
"7714,7959,0,0,""RMNH.ACA.P.56103"""
"7715,7959,0,0,""RMNH.ACA.P.56133"""
"7716,7959,0,0,""RMNH.ACA.P.56134"""
"7717,7959,0,0,""RMNH.ACA.P.56135"""
"7718,7959,0,0,""RMNH.ACA.P.56453"""
"7719,7959,0,0,""RMNH.ACA.P.56460"""
"7720,7959,0,0,""RMNH.ACA.P.56545"""
"7721,7960,0,0,""RMNH.INS.737762"""
"7722,7960,0,0,""RMNH.INS.737771"""
"7723,7960,0,0,""RMNH.INS.737782"""
"7724,7960,0,0,""RMNH.INS.737797"""
"7725,7960,0,0,""RMNH.INS.737818"""
"7726,7960,0,0,""RMNH.INS.737825"""
"7727,7960,0,0,""RMNH.INS.737827"""
"7728,7960,0,0,""RMNH.INS.737828"""
"7729,7961,0,0,""RMNH.INS.737038"""
"7730,7961,0,0,""RMNH.INS.737050"""
"7731,7964,0,0,""RMNH.VER.OL.1585"""
"7732,7964,0,0,""RMNH.VER.OL.1586"""
"7733,7972,1,2,""4106984"""
"7734,7976,0,0,""RGM.916044"""
"7735,7976,0,0,""RGM.916045"""
"7736,7976,0,0,""RGM.916047"""
"7737,7976,0,0,""RGM.916049"""
"7738,7976,0,0,""RMNH.BRY.5475"""
"7739,7976,0,0,""RMNH.BRY.5653"""
"7740,7976,0,0,""RMNH.BRY.5654"""
"7741,7976,0,0,""RMNH.BRY.5655"""
"7742,7976,0,0,""ZMA.BRYO.1600"""
"7743,7978,1,2,""4432269"""
"7744,7978,1,2,""4432270"""
"7745,7978,0,0,""RMNH.INS.842214"""
"7746,7978,0,0,""ZMA.INS.903460"""
"7747,7978,0,0,""ZMA.INS.903991"""
"7748,7978,0,0,""ZMA.INS.903992"""
"7749,7978,0,0,""ZMA.INS.903993"""
"7750,7978,0,0,""ZMA.INS.903996"""
"7751,7979,0,0,""RMNH.INS.843368"""
"7752,7979,0,0,""RMNH.INS.846978"""
"7753,7979,0,0,""RMNH.INS.967684"""
"7754,7979,0,0,""ZMA.INS.902412"""
"7755,7979,0,0,""ZMA.INS.902429"""
"7756,7979,0,0,""ZMA.INS.902430"""
"7757,7981,0,0,""RMNH.5069583.c"""
"7758,7981,0,0,""RMNH.MAM.28468.b"""
"7759,7981,0,0,""RMNH.MAM.5212"""
"7760,7981,0,0,""RMNH.MAM.53445.a"""
"7761,7981,0,0,""RMNH.MAM.5882.a"""
"7762,7981,0,0,""RMNH.MAM.6771.b"""
"7763,7981,0,0,""ZMA.MAM.17436"""
"7764,7981,0,0,""ZMA.MAM.18352"""
"7765,7981,0,0,""ZMA.MAM.4507"""
"7766,7981,0,0,""ZMA.MAM.4787"""
"7767,7983,0,0,""RMNH.5015126"""
"7768,7983,0,0,""RMNH.INS.1124239"""
"7769,7983,0,0,""RMNH.INS.1124300"""
"7770,7983,0,0,""RMNH.INS.1124334"""
"7771,7983,0,0,""RMNH.INS.507852"""
"7772,7983,0,0,""RMNH.INS.507951"""
"7773,7983,0,0,""RMNH.INS.974799"""
"7774,7984,0,0,""RMNH.INS.851203"""
"7775,7984,0,0,""ZMA.INS.904500"""
"7776,7985,0,0,""RMNH.ECH.1396"""
"7777,7985,0,0,""RMNH.ECH.6302"""
"7778,7985,0,0,""RMNH.ECH.6577"""
"7779,7985,0,0,""RMNH.ECH.6638"""
"7780,7985,0,0,""ZMA.ECH.A.2658"""
"7781,7985,0,0,""ZMA.ECH.A.4401"""
"7782,7985,0,0,""ZMA.ECH.A.4409"""
"7783,7985,0,0,""ZMA.ECH.A.4419"""
"7784,7985,0,0,""ZMA.ECH.A.4421"""
"7785,7985,0,0,""ZMA.ECH.A.7486"""
"7786,8028,1,2,""4317192"""
"7787,8032,1,2,""4432058"""
"7788,8032,1,2,""4443450"""
"7789,8034,0,0,""ZMA.INS.1135207"""
"7790,8034,0,0,""ZMA.INS.1135213"""
"7791,8034,0,0,""ZMA.INS.1135218"""
"7792,8034,0,0,""ZMA.INS.1135219"""
"7793,8034,0,0,""ZMA.INS.1135230"""
"7794,8034,0,0,""ZMA.INS.1135243"""
"7795,8034,0,0,""ZMA.INS.1135250"""
"7796,8034,0,0,""ZMA.INS.1135260"""
"7797,8034,0,0,""ZMA.INS.1135276"""
"7798,8034,0,0,""ZMA.INS.1135285"""
"7799,8039,0,0,""RMNH.INS.834757"""
"7800,8039,0,0,""RMNH.INS.834760"""
"7801,8039,0,0,""RMNH.INS.834761"""
"7802,8039,0,0,""RMNH.INS.834762"""
"7803,8039,0,0,""RMNH.INS.834764"""
"7804,8039,0,0,""RMNH.INS.834765"""
"7805,8039,0,0,""RMNH.INS.834767"""
"7806,8039,0,0,""RMNH.INS.834769"""
"7807,8039,0,0,""RMNH.INS.834770"""
"7808,8040,0,0,""RMNH.INS.745560"""
"7809,8040,0,0,""RMNH.INS.745567"""
"7810,8040,0,0,""RMNH.INS.745589"""
"7811,8040,0,0,""RMNH.INS.745602"""
"7812,8040,0,0,""RMNH.INS.745604"""
"7813,8040,0,0,""RMNH.INS.745653"""
"7814,8044,0,0,""RMNH.INS.685465"""
"7815,8044,0,0,""RMNH.INS.685583"""
"7816,8044,0,0,""RMNH.INS.686008"""
"7817,8044,0,0,""RMNH.INS.686537"""
"7818,8044,0,0,""RMNH.INS.686539"""
"7819,8044,0,0,""RMNH.INS.686555"""
"7820,8044,0,0,""RMNH.INS.686589"""
"7821,8044,0,0,""RMNH.INS.686633"""
"7822,8045,1,2,""4432230"""
"7823,8045,1,2,""5973512"""
"7824,8045,0,0,""RMNH.5002851"""
"7825,8045,0,0,""RMNH.5003430"""
"7826,8045,0,0,""RMNH.INS.850978"""
"7827,8045,0,0,""RMNH.INS.967784"""
"7828,8045,0,0,""RMNH.INS.967785"""
"7829,8045,0,0,""ZMA.INS.909463"""
"7830,8045,0,0,""ZMA.INS.909767"""
"7831,8045,0,0,""ZMA.INS.909768"""
"7832,8045,0,0,""ZMA.INS.909769"""
"7833,8046,0,0,""ZMA.INS.905062"""
"7834,8051,0,0,""RMNH.INS.741071"""
"7835,8051,0,0,""RMNH.INS.741081"""
"7836,8070,0,0,""RMNH.INS.741354"""
"7837,8070,0,0,""RMNH.INS.741356"""
"7838,8073,0,0,""RMNH.INS.741077"""
"7839,8073,0,0,""RMNH.INS.741088"""
"7840,8073,0,0,""RMNH.INS.741090"""
"7841,8073,0,0,""RMNH.INS.741096"""
"7842,8073,0,0,""RMNH.INS.741110"""
"7843,8073,0,0,""RMNH.INS.741131"""
"7844,8081,0,0,""ZMA.INS.924471"""
"7845,8085,0,0,""RMNH.VER.UT.4025"""
"7846,8085,0,0,""RMNH.VER.UT.4031"""
"7847,8086,1,2,""3122411"""
"7848,8086,1,2,""3122412"""
"7849,8086,0,0,""RMNH.VER.UT.3999"""
"7850,8086,0,0,""RMNH.VER.UT.4009"""
"7851,8086,0,0,""RMNH.VER.UT.4016"""
"7852,8086,0,0,""RMNH.VER.UT.4017"""
"7853,8086,0,0,""RMNH.VER.UT.4019"""
"7854,8086,0,0,""RMNH.VER.UT.4020"""
"7855,8086,0,0,""ZMA.VER.211012"""
"7856,8086,0,0,""ZMA.VER.211013"""
"7857,8093,0,0,""RMNH.INS.834425"""
"7858,8093,0,0,""RMNH.INS.834437"""
"7859,8093,0,0,""RMNH.INS.834439"""
"7860,8093,0,0,""RMNH.INS.834441"""
"7861,8093,0,0,""RMNH.INS.834445"""
"7862,8095,0,0,""RMNH.INS.834545"""
"7863,8095,0,0,""RMNH.INS.834548"""
"7864,8095,0,0,""RMNH.INS.834553"""
"7865,8095,0,0,""RMNH.INS.834632"""
"7866,8095,0,0,""RMNH.INS.866304"""
"7867,8110,0,0,""RMNH.INS.747975"""
"7868,8110,0,0,""RMNH.INS.747986"""
"7869,8110,0,0,""RMNH.INS.748029"""
"7870,8110,0,0,""RMNH.INS.748040"""
"7871,8110,0,0,""RMNH.INS.748042"""
"7872,8128,0,0,""RMNH.INS.748093"""
"7873,8128,0,0,""RMNH.INS.748095"""
"7874,8130,0,0,""RMNH.INS.748003"""
"7875,8130,0,0,""RMNH.INS.748008"""
"7876,8135,0,0,""RMNH.INS.747996"""
"7877,8143,0,0,""ZMA.INS.1232443"""
"7878,8144,0,0,""RMNH.INS.965034"""
"7879,8144,0,0,""RMNH.INS.965051"""
"7880,8144,0,0,""RMNH.INS.965062"""
"7881,8144,0,0,""RMNH.INS.965063"""
"7882,8144,0,0,""RMNH.INS.965087"""
"7883,8144,0,0,""RMNH.INS.965102"""
"7884,8144,0,0,""RMNH.INS.965105"""
"7885,8144,0,0,""RMNH.INS.965109"""
"7886,8144,0,0,""ZMA.INS.1271038"""
"7887,8148,0,0,""RMNH.CHIL.332"""
"7888,8149,0,0,""RMNH.CHIL.474"""
"7889,8149,0,0,""RMNH.CHIL.478"""
"7890,8149,0,0,""RMNH.CHIL.483"""
"7891,8149,0,0,""RMNH.CHIL.484"""
"7892,8149,0,0,""RMNH.CHIL.680"""
"7893,8150,0,0,""RMNH.CHIL.493"""
"7894,8150,0,0,""RMNH.CHIL.499"""
"7895,8150,0,0,""RMNH.CHIL.506"""
"7896,8150,0,0,""RMNH.CHIL.683"""
"7897,8153,0,0,""ZMA.COL.P.13813"""
"7898,8153,0,0,""ZMA.COL.P.13816"""
"7899,8153,0,0,""ZMA.COL.P.13817"""
"7900,8155,0,0,""RMNH.5009222"""
"7901,8155,0,0,""RMNH.5009223"""
"7902,8155,0,0,""RMNH.5015509"""
"7903,8155,0,0,""RMNH.5015510"""
"7904,8156,0,0,""RMNH.INS.852479"""
"7905,8157,0,0,""RMNH.INS.834852"""
"7906,8157,0,0,""RMNH.INS.834853"""
"7907,8157,0,0,""RMNH.INS.834854"""
"7908,8157,0,0,""RMNH.INS.834855"""
"7909,8157,0,0,""RMNH.INS.834856"""
"7910,8157,0,0,""RMNH.INS.834857"""
"7911,8157,0,0,""RMNH.INS.866314"""
